# step , loss function , Y0 , learning rate , running time
4.650000000000000000e+02,5.514564047567478156e+01,7.714802398102123959e+01,2.500000000000000000e-01,1.125794964075088501e+03
4.660000000000000000e+02,7.634717662449428133e+01,7.714657252652483521e+01,2.500000000000000000e-01,1.128045737981796265e+03
4.670000000000000000e+02,3.703129623785392965e+01,7.714647834423324468e+01,2.500000000000000000e-01,1.130200679063796997e+03
4.680000000000000000e+02,3.694855060105305711e+01,7.714820041952964402e+01,2.500000000000000000e-01,1.132384069204330444e+03
4.690000000000000000e+02,6.847686090041509033e+01,7.714807044032629335e+01,2.500000000000000000e-01,1.134673713207244873e+03
4.700000000000000000e+02,5.044508845071954539e+01,7.714411389927298046e+01,2.500000000000000000e-01,1.136831669092178345e+03
4.710000000000000000e+02,4.041321354065129867e+01,7.713987714456949618e+01,2.500000000000000000e-01,1.139038213253021240e+03
4.720000000000000000e+02,3.515656221087026267e+01,7.713428255766979191e+01,2.500000000000000000e-01,1.141243390083312988e+03
4.730000000000000000e+02,4.030997258075115752e+01,7.712943145924575106e+01,2.500000000000000000e-01,1.143452834129333496e+03
4.740000000000000000e+02,5.413228495794640338e+01,7.712969814183425399e+01,2.500000000000000000e-01,1.145624641180038452e+03
4.750000000000000000e+02,4.890077861217140764e+01,7.713177391604423860e+01,2.500000000000000000e-01,1.147740599155426025e+03
4.760000000000000000e+02,4.727988007775541490e+01,7.713200793908484343e+01,2.500000000000000000e-01,1.149880644083023071e+03
4.770000000000000000e+02,5.442161083470436722e+01,7.712920472953931039e+01,2.500000000000000000e-01,1.152078178167343140e+03
4.780000000000000000e+02,4.865084277406946001e+01,7.712466519405316490e+01,2.500000000000000000e-01,1.154198045969009399e+03
4.790000000000000000e+02,3.953062972303157352e+01,7.711692851674753513e+01,2.500000000000000000e-01,1.156286273002624512e+03
4.800000000000000000e+02,4.244337388427543090e+01,7.711020622547952996e+01,2.500000000000000000e-01,1.158096816062927246e+03
4.810000000000000000e+02,4.316016305189027946e+01,7.710717241067649752e+01,2.500000000000000000e-01,1.159876424074172974e+03
4.820000000000000000e+02,4.278732604790472038e+01,7.710218856460357983e+01,2.500000000000000000e-01,1.161498291969299316e+03
4.830000000000000000e+02,4.981170190895350913e+01,7.709559969544278601e+01,2.500000000000000000e-01,1.163216441154479980e+03
4.840000000000000000e+02,4.526475135699766383e+01,7.708797248257531010e+01,2.500000000000000000e-01,1.164837418079376221e+03
4.850000000000000000e+02,5.766559548917410893e+01,7.708064917133584970e+01,2.500000000000000000e-01,1.166433854103088379e+03
4.860000000000000000e+02,5.478215333492164518e+01,7.707617476712368898e+01,2.500000000000000000e-01,1.168030427217483521e+03
4.870000000000000000e+02,4.717347955572115836e+01,7.707325153435368748e+01,2.500000000000000000e-01,1.169623079061508179e+03
4.880000000000000000e+02,4.129848775275786465e+01,7.707416018849241368e+01,2.500000000000000000e-01,1.171192168951034546e+03
4.890000000000000000e+02,5.683819672189099492e+01,7.707489367377955602e+01,2.500000000000000000e-01,1.172794312953948975e+03
4.900000000000000000e+02,4.618070652658225583e+01,7.707868857276915264e+01,2.500000000000000000e-01,1.174415546178817749e+03
4.910000000000000000e+02,5.403444623824299242e+01,7.708619390514532199e+01,2.500000000000000000e-01,1.175983783006668091e+03
4.920000000000000000e+02,4.130818974989250592e+01,7.709661033296279697e+01,2.500000000000000000e-01,1.177561265945434570e+03
4.930000000000000000e+02,4.064901209174448127e+01,7.710461613266203074e+01,2.500000000000000000e-01,1.179160073041915894e+03
4.940000000000000000e+02,5.779472937163106394e+01,7.711391489054055626e+01,2.500000000000000000e-01,1.180735267162322998e+03
4.950000000000000000e+02,4.300966139608291883e+01,7.712066442227421703e+01,2.500000000000000000e-01,1.182323421001434326e+03
4.960000000000000000e+02,4.873260352355578817e+01,7.712422197730212758e+01,2.500000000000000000e-01,1.183937031984329224e+03
4.970000000000000000e+02,5.060835965189485108e+01,7.712533285905620062e+01,2.500000000000000000e-01,1.185543857097625732e+03
4.980000000000000000e+02,4.295639667986950627e+01,7.712698318422926036e+01,2.500000000000000000e-01,1.187118314027786255e+03
4.990000000000000000e+02,4.762322870911851425e+01,7.713006115698806298e+01,2.500000000000000000e-01,1.188706741094589233e+03
5.000000000000000000e+02,4.458963587984180776e+01,7.713500729796311361e+01,2.500000000000000000e-01,1.190319473266601562e+03
